Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
INTERPRO,"IPR001885:Lipoxygenase, mammalian",2,1.162790698,0.053175223,"ALOX15, ALOX15B",152,6,16659,36.53289474,0.999999994,0.467512334,52.57589386
INTERPRO,IPR000907:Lipoxygenase,2,1.162790698,0.053175223,"ALOX15, ALOX15B",152,6,16659,36.53289474,0.999999994,0.467512334,52.57589386
INTERPRO,IPR003350:Homeodomain protein CUT,2,1.162790698,0.053175223,"ONECUT1, CUX1",152,6,16659,36.53289474,0.999999994,0.467512334,52.57589386
INTERPRO,"IPR013819:Lipoxygenase, C-terminal",2,1.162790698,0.053175223,"ALOX15, ALOX15B",152,6,16659,36.53289474,0.999999994,0.467512334,52.57589386
INTERPRO,IPR010442:PET domain,2,1.162790698,0.053175223,"PRICKLE1, TES",152,6,16659,36.53289474,0.999999994,0.467512334,52.57589386
GOTERM_BP_FAT,GO:0001707~mesoderm formation,3,1.744186047,0.053288223,"FOXC1, KLF4, SLIT2",141,36,13528,7.995271868,1,0.318232785,59.71257859
SMART,SM00209:TSP1,4,2.325581395,0.053366482,"ADAMTS9, THSD1, UNC5D, UNC5C",120,65,9079,4.655897436,0.994231053,0.374159997,45.20791181
GOTERM_CC_FAT,GO:0005829~cytosol,18,10.46511628,0.053923717,"CAV1, RAP1GAP, FHL1, TGFBR2, PPARG, VIM, CDO1, BCL2L11, PRKCB, ALDH1A2, ALOX15, PRICKLE1, GSN, AKR1B1, PYCARD, FABP3, PLCD1, RBM38",109,1330,12782,1.587059392,0.999880886,0.778183477,48.90374906
COG_ONTOLOGY,Transcription / Cell division and chromosome partitioning,3,1.744186047,0.055228029,"PLAGL1, ZIC1, WT1",12,69,1950,7.065217391,0.247277322,0.247277322,21.89199152
INTERPRO,"IPR017441:Protein kinase, ATP binding site",9,5.23255814,0.055449328,"NTRK3, RPS6KA2, NUAK1, FLT3, TNK1, WNK2, PRKCB, EPHB2, DAPK1",152,455,16659,2.167886061,0.999999997,0.47096799,54.10766359
INTERPRO,"IPR012680:Laminin G, subdomain 2",3,1.744186047,0.055507647,"FAT1, CNTNAP2, SLIT2",152,42,16659,7.828477444,0.999999997,0.460696553,54.14633597
GOTERM_BP_FAT,GO:0051726~regulation of cell cycle,8,4.651162791,0.056406975,"BMP2, ALOX15B, BTG3, RBM38, FOXC1, GAS1, PROX1, RUNX3",141,331,13528,2.318870391,1,0.332523961,61.86024013
SP_PIR_KEYWORDS,diabetes mellitus,3,1.744186047,0.056987824,"PPARG, SH2B3, PDX1",159,47,19235,7.721798475,0.999998153,0.338050638,52.74499869
SP_PIR_KEYWORDS,alternative promoter usage,3,1.744186047,0.056987824,"DNMT3A, RASSF1, TP73",159,47,19235,7.721798475,0.999998153,0.338050638,52.74499869
SP_PIR_KEYWORDS,kinase,11,6.395348837,0.057783898,"NTRK3, DOK1, RPS6KA2, NUAK1, FLT3, TGFBR2, TNK1, WNK2, PRKCB, EPHB2, DAPK1",159,688,19235,1.9341908,0.999998473,0.333571504,53.2521081
GOTERM_CC_FAT,GO:0070161~anchoring junction,5,2.906976744,0.057879072,"CAV1, DSC3, SYNM, AJAP1, TES",109,172,12782,3.408896949,0.999939829,0.750509004,51.43213205
INTERPRO,"IPR008266:Tyrosine protein kinase, active site",4,2.325581395,0.058132382,"NTRK3, FLT3, TNK1, EPHB2",152,97,16659,4.51953337,0.999999999,0.4663117,55.85588704
GOTERM_MF_FAT,GO:0016165~lipoxygenase activity,2,1.162790698,0.058165936,"ALOX15, ALOX15B",130,6,12983,33.28974359,0.99999974,0.590100165,54.15752908
GOTERM_MF_FAT,GO:0050542~icosanoid binding,2,1.162790698,0.058165936,"PPARG, FABP3",130,6,12983,33.28974359,0.99999974,0.590100165,54.15752908
GOTERM_MF_FAT,GO:0050543~icosatetraenoic acid binding,2,1.162790698,0.058165936,"PPARG, FABP3",130,6,12983,33.28974359,0.99999974,0.590100165,54.15752908
GOTERM_BP_FAT,GO:0048332~mesoderm morphogenesis,3,1.744186047,0.058679567,"FOXC1, KLF4, SLIT2",141,38,13528,7.574468085,1,0.342350234,63.35693214
SP_PIR_KEYWORDS,Cardiomyopathy,3,1.744186047,0.05915354,"EYA4, FHL1, GATA4",159,48,19235,7.560927673,0.999998899,0.332030755,54.11286505
GOTERM_BP_FAT,GO:0045879~negative regulation of smoothened signaling pathway,2,1.162790698,0.06051983,"GAS1, RUNX2",141,6,13528,31.98108747,1,0.349908078,64.52826915
GOTERM_BP_FAT,GO:0048710~regulation of astrocyte differentiation,2,1.162790698,0.06051983,"BMP2, ID4",141,6,13528,31.98108747,1,0.349908078,64.52826915
GOTERM_BP_FAT,GO:0021884~forebrain neuron development,2,1.162790698,0.06051983,"SOX1, LHX6",141,6,13528,31.98108747,1,0.349908078,64.52826915
INTERPRO,"IPR000372:Leucine-rich repeat, cysteine-rich flanking region, N-terminal",4,2.325581395,0.061054332,"LRRC4, NTRK3, PKD1, SLIT2",152,99,16659,4.428229665,1,0.473284045,57.68943411
SP_PIR_KEYWORDS,autophosphorylation,3,1.744186047,0.061347353,"NTRK3, RPS6KA2, PRKCB",159,49,19235,7.406623027,0.999999349,0.33435014,55.46118724
GOTERM_BP_FAT,GO:0043193~positive regulation of gene-specific transcription,4,2.325581395,0.061383478,"GATA4, PPARG, IRF4, PROX1",141,87,13528,4.411184479,1,0.352717219,65.06576891
GOTERM_BP_FAT,GO:0042475~odontogenesis of dentine-containing tooth,3,1.744186047,0.061443226,"BMP2, FOXC1, BCL2L11",141,39,13528,7.380250955,1,0.35170654,65.10266862
INTERPRO,IPR019471:Interferon regulatory factor-3,2,1.162790698,0.061760495,"IRF8, IRF4",152,7,16659,31.31390977,1,0.467522455,58.12183802
SP_PIR_KEYWORDS,cytokine,5,2.906976744,0.062328243,"BMP2, SCGB3A1, TNFSF9, GREM1, CMTM3",159,181,19235,3.341846485,0.999999485,0.331166957,56.05214836
INTERPRO,IPR003659:Plexin/semaphorin/integrin,3,1.744186047,0.06272265,"PLXNC1, SEMA3B, ITGB3",152,45,16659,7.306578947,1,0.463436168,58.70440345
INTERPRO,IPR001791:Laminin G,3,1.744186047,0.06272265,"FAT1, CNTNAP2, SLIT2",152,45,16659,7.306578947,1,0.463436168,58.70440345
SP_PIR_KEYWORDS,tyrosine-protein kinase,4,2.325581395,0.063530347,"NTRK3, FLT3, TNK1, EPHB2",159,111,19235,4.359453793,0.999999614,0.329110602,56.76652758
SMART,SM00063:FRI,2,1.162790698,0.063853943,"SFRP1, SFRP2",120,5,9079,30.26333333,0.997975585,0.403617398,51.51106762
GOTERM_BP_FAT,GO:0031344~regulation of cell projection organization,4,2.325581395,0.064812734,"NTRK3, WNT7A, SLIT2, EPHB2",141,89,13528,4.312056738,1,0.366124348,67.12538945
GOTERM_BP_FAT,GO:0007167~enzyme linked receptor protein signaling pathway,8,4.651162791,0.064860533,"NTRK3, DOK1, BMP2, KL, FLT3, TGFBR2, FOXC1, EPHB2",141,342,13528,2.24428684,1,0.365029268,67.15327464
GOTERM_BP_FAT,GO:0001570~vasculogenesis,3,1.744186047,0.067100487,"CAV1, TGFBR2, WT1",141,41,13528,7.020238713,1,0.3739281,68.43535956
SP_PIR_KEYWORDS,epilepsy,3,1.744186047,0.068091396,"PRICKLE1, CNTNAP2, TCF4",159,52,19235,6.979317852,0.999999871,0.341345256,59.38080778
GOTERM_BP_FAT,GO:0008219~cell death,13,7.558139535,0.069288961,"FOXL2, GAS1, TNFSF9, GREM1, TP73, BCL2L11, DAPK1, SFRP5, AHRR, GSN, PYCARD, UNC5D, UNC5C",141,719,13528,1.734718236,1,0.382418376,69.64243959
GOTERM_MF_FAT,GO:0008134~transcription factor binding,10,5.813953488,0.069598445,"CDX2, PRICKLE1, GATA4, PPARG, TFAP2A, ID4, FOXC1, IRF4, TCF4, PROX1",130,513,12983,1.946768631,0.999999988,0.637218229,60.89474496
GOTERM_BP_FAT,GO:0001649~osteoblast differentiation,3,1.744186047,0.069991738,"BMP2, IGFBP3, RUNX2",141,42,13528,6.853090172,1,0.384198141,70.02077034
KEGG_PATHWAY,hsa04350:TGF-beta signaling pathway,4,2.325581395,0.070141341,"AMH, BMP2, TGFBR2, ID4",57,87,5085,4.101633394,0.995721708,0.59708657,53.3840603
GOTERM_BP_FAT,GO:0001945~lymph vessel development,2,1.162790698,0.070246736,"FOXC1, PROX1",141,7,13528,27.41236069,1,0.383988535,70.15694639
UP_SEQ_FEATURE,zinc finger region:C2H2-type 3,10,5.813953488,0.07131789,"PLAGL1, KLF6, ZNF292, SALL4, EGR2, ZIC1, ZFHX3, WT1, KLF4, HIC1",158,622,19113,1.944828849,1,0.698707967,67.09962115
SP_PIR_KEYWORDS,paired box,2,1.162790698,0.071559092,"PAX6, PAX5",159,9,19235,26.88329839,0.999999944,0.348421226,61.27002755
UP_SEQ_FEATURE,short sequence motif:WW-binding,2,1.162790698,0.071560124,"TFAP2A, TP73",158,9,19113,26.88185654,1,0.691461088,67.22832493
UP_SEQ_FEATURE,domain:Paired,2,1.162790698,0.071560124,"PAX6, PAX5",158,9,19113,26.88185654,1,0.691461088,67.22832493
UP_SEQ_FEATURE,DNA-binding region:Tryptophan pentad repeat,2,1.162790698,0.071560124,"IRF8, IRF4",158,9,19113,26.88185654,1,0.691461088,67.22832493
UP_SEQ_FEATURE,domain:ZU5,2,1.162790698,0.071560124,"UNC5D, UNC5C",158,9,19113,26.88185654,1,0.691461088,67.22832493
GOTERM_BP_FAT,GO:0030099~myeloid cell differentiation,4,2.325581395,0.071929848,"IRF8, PPARG, TGFBR2, IRF4",141,93,13528,4.126591932,1,0.390023803,71.04129726
GOTERM_BP_FAT,GO:0016265~death,13,7.558139535,0.072158855,"FOXL2, GAS1, TNFSF9, GREM1, TP73, BCL2L11, DAPK1, SFRP5, AHRR, GSN, PYCARD, UNC5D, UNC5C",141,724,13528,1.722738137,1,0.389681947,71.15970176
BIOCARTA,h_alkPathway:ALK in cardiac myocytes,3,1.744186047,0.072286422,"BMP2, GATA4, TGFBR2",20,34,1437,6.339705882,0.915926499,0.710045692,48.05163757
UP_SEQ_FEATURE,glycosylation site:N-linked (GlcNAc...),43,25,0.072414701,"PLXNC1, OPCML, PANX2, ITGB3, PCDHGC3, GREM1, EPHB2, FAT1, CNTNAP2, PKD1, UNC5D, SEMA3B, UNC5C, LRRC4, RECK, TMEFF2, BMP2, FLT3, KL, TGFBR2, PCDH10, PCDH9, PCDH8, GAS1, PCDH17, CACNA2D3, SLIT2, NOTCH3, NTRK3, AMH, DKK3, ADAMTS9, FBLN1, THBD, THSD1, SFRP1, SFRP4, DSC3, PLA2G7, PTCH1, EXT1, WNT7A, IGFBP3",158,4129,19113,1.259781846,1,0.687588693,67.67863451
GOTERM_CC_FAT,GO:0000139~Golgi membrane,5,2.906976744,0.072717971,"CAV1, CUX1, CBFA2T3, EXT1, GJB2",109,186,12782,3.152313308,0.999995476,0.785245979,59.92892947
SMART,SM00429:IPT,3,1.744186047,0.07283427,"CAMTA1, PLXNC1, EBF3",120,34,9079,6.675735294,0.999181925,0.421207989,56.37654921
SMART,SM00005:DEATH,3,1.744186047,0.07283427,"UNC5D, UNC5C, DAPK1",120,34,9079,6.675735294,0.999181925,0.421207989,56.37654921
GOTERM_BP_FAT,GO:0045667~regulation of osteoblast differentiation,3,1.744186047,0.0729232,"BMP2, RUNX2, TWIST2",141,43,13528,6.693715982,1,0.391652683,71.55161079
GOTERM_BP_FAT,GO:0001824~blastocyst development,3,1.744186047,0.0729232,"CDX2, HOPX, FOXD3",141,43,13528,6.693715982,1,0.391652683,71.55161079
GOTERM_BP_FAT,GO:0007346~regulation of mitotic cell cycle,5,2.906976744,0.073050199,"BTG3, RBM38, FOXC1, GAS1, PROX1",141,152,13528,3.156028369,1,0.390870717,71.61624137
GOTERM_BP_FAT,GO:0035148~tube lumen formation,3,1.744186047,0.075893745,"TFAP2A, PTCH1, BCL2L11",141,44,13528,6.541586074,1,0.401632653,73.0277068
GOTERM_BP_FAT,GO:0048593~camera-type eye morphogenesis,3,1.744186047,0.075893745,"SOX1, PROX1, EPHB2",141,44,13528,6.541586074,1,0.401632653,73.0277068
GOTERM_MF_FAT,GO:0033613~transcription activator binding,2,1.162790698,0.076798494,"GATA4, PPARG",130,8,12983,24.96730769,0.999999998,0.654939253,64.65545622
INTERPRO,"IPR013088:Zinc finger, NHR/GATA-type",3,1.744186047,0.078024519,"GATA5, GATA4, PPARG",152,51,16659,6.446981424,1,0.532180362,67.0163376
GOTERM_CC_FAT,GO:0000790~nuclear chromatin,3,1.744186047,0.078688784,"DNMT3A, FOXC1, IRF4",109,55,12782,6.396330275,0.999998422,0.773347976,62.94493452
INTERPRO,IPR001346:Interferon regulatory factor,2,1.162790698,0.078699725,"IRF8, IRF4",152,9,16659,24.35526316,1,0.525906978,67.34461911
INTERPRO,"IPR019817:Interferon regulatory factor, conserved site",2,1.162790698,0.078699725,"IRF8, IRF4",152,9,16659,24.35526316,1,0.525906978,67.34461911
INTERPRO,"IPR001523:Paired box protein, N-terminal",2,1.162790698,0.078699725,"PAX6, PAX5",152,9,16659,24.35526316,1,0.525906978,67.34461911
UP_SEQ_FEATURE,zinc finger region:C2H2-type 1,9,5.23255814,0.07891864,"PLAGL1, KLF6, ZNF292, SALL4, EGR2, ZFHX3, WT1, KLF4, HIC1",158,542,19113,2.008699612,1,0.711789611,70.92128854
UP_SEQ_FEATURE,domain:IPT/TIG,2,1.162790698,0.079190204,"CAMTA1, EBF3",158,10,19113,24.19367089,1,0.705178473,71.0498373
UP_SEQ_FEATURE,topological domain:Cytoplasmic,36,20.93023256,0.079808666,"PLXNC1, CAV1, PANX2, ITGB3, PCDHGC3, EPHB2, MARVELD1, SHISA3, FAT1, CNTNAP2, PKD1, UNC5D, UNC5C, LRRC4, TMEFF2, TMEFF1, KL, FLT3, TGFBR2, PCDH10, PCDH9, PCDH8, AJAP1, PCDH17, CACNA2D3, TNFSF9, CLDN23, GJB2, NOTCH3, NTRK3, THBD, THSD1, DSC3, PTCH1, CUX1, EXT1",158,3374,19113,1.290711547,1,0.700347923,71.34061783
GOTERM_BP_FAT,GO:0043584~nose development,2,1.162790698,0.079873647,"ASCL1, PROX1",141,8,13528,23.9858156,1,0.416830938,74.892784
GOTERM_BP_FAT,GO:0048486~parasympathetic nervous system development,2,1.162790698,0.079873647,"PHOX2A, EGR2",141,8,13528,23.9858156,1,0.416830938,74.892784
GOTERM_BP_FAT,GO:0048660~regulation of smooth muscle cell proliferation,3,1.744186047,0.081947665,"TGFBR2, IGFBP3, KLF4",141,46,13528,6.257169288,1,0.423914497,75.81599757
UP_SEQ_FEATURE,domain:EGF-like 4,3,1.744186047,0.082259768,"THBD, FAT1, SLIT2",158,58,19113,6.25698385,1,0.704139665,72.46644654
GOTERM_BP_FAT,GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway,6,3.488372093,0.083179357,"NTRK3, DOK1, KL, FLT3, FOXC1, EPHB2",141,224,13528,2.569908815,1,0.42750104,76.34906441
INTERPRO,"IPR000910:High mobility group, HMG1/HMG2",3,1.744186047,0.083361023,"SOX1, SOX11, SOX7",152,53,16659,6.203699106,1,0.538011408,69.52961722
SP_PIR_KEYWORDS,phosphotransferase,5,2.906976744,0.083985467,"NTRK3, RPS6KA2, FLT3, PRKCB, DAPK1",159,201,19235,3.009324447,0.999999997,0.38947873,67.39481582
GOTERM_BP_FAT,GO:0006468~protein amino acid phosphorylation,12,6.976744186,0.08534319,"NTRK3, BMP2, RPS6KA2, NUAK1, FLT3, TGFBR2, TNK1, WNK2, IGFBP3, PRKCB, EPHB2, DAPK1",141,667,13528,1.726115666,1,0.434735346,77.25891146
SP_PIR_KEYWORDS,leukotriene biosynthesis,2,1.162790698,0.086756708,"ALOX15, ALOX15B",159,11,19235,21.99542596,0.999999999,0.392276049,68.63279496
GOTERM_BP_FAT,GO:0009725~response to hormone stimulus,8,4.651162791,0.086802002,"ALDH1A2, CAV1, EGR2, PPARG, TGFBR2, FABP3, PTCH1, CDO1",141,367,13528,2.091406265,1,0.439085738,77.8536353
INTERPRO,IPR000906:ZU5,2,1.162790698,0.087055061,"UNC5D, UNC5C",152,10,16659,21.91973684,1,0.545173602,71.16410498
SP_PIR_KEYWORDS,serine/threonine-specific protein kinase,3,1.744186047,0.087167261,"RPS6KA2, PRKCB, DAPK1",159,60,19235,6.048742138,0.999999999,0.386506394,68.81246893
GOTERM_BP_FAT,GO:0032582~negative regulation of gene-specific transcription,3,1.744186047,0.088144846,"BMP2, PPARG, PROX1",141,48,13528,5.996453901,1,0.44292601,78.38813415
GOTERM_BP_FAT,GO:0043011~myeloid dendritic cell differentiation,2,1.162790698,0.089401582,"TGFBR2, IRF4",141,9,13528,21.32072498,1,0.446384915,78.87735602
GOTERM_BP_FAT,GO:0035162~embryonic hemopoiesis,2,1.162790698,0.089401582,"TGFBR2, SH2B3",141,9,13528,21.32072498,1,0.446384915,78.87735602
GOTERM_BP_FAT,GO:0001773~myeloid dendritic cell activation,2,1.162790698,0.089401582,"TGFBR2, IRF4",141,9,13528,21.32072498,1,0.446384915,78.87735602
GOTERM_BP_FAT,GO:0010869~regulation of receptor biosynthetic process,2,1.162790698,0.089401582,"PPARG, ITGB3",141,9,13528,21.32072498,1,0.446384915,78.87735602
SP_PIR_KEYWORDS,glycoprotein,44,25.58139535,0.091111037,"PLXNC1, OPCML, PANX2, PAX5, ITGB3, PCDHGC3, GREM1, EPHB2, FAT1, CNTNAP2, PKD1, UNC5D, SEMA3B, UNC5C, LRRC4, RECK, TMEFF2, BMP2, FLT3, KL, TGFBR2, PCDH10, PCDH9, PCDH8, GAS1, PCDH17, CACNA2D3, SLIT2, NOTCH3, NTRK3, AMH, DKK3, ADAMTS9, FBLN1, THBD, THSD1, SFRP1, SFRP4, DSC3, PLA2G7, PTCH1, EXT1, WNT7A, IGFBP3",159,4318,19235,1.232721881,1,0.393395672,70.49073606
GOTERM_BP_FAT,GO:0042593~glucose homeostasis,3,1.744186047,0.091294534,"PPARG, PTCH1, PDX1",141,49,13528,5.87407729,1,0.452215653,79.59463897
GOTERM_BP_FAT,GO:0033500~carbohydrate homeostasis,3,1.744186047,0.091294534,"PPARG, PTCH1, PDX1",141,49,13528,5.87407729,1,0.452215653,79.59463897
INTERPRO,IPR001245:Tyrosine protein kinase,4,2.325581395,0.092042847,"NTRK3, FLT3, TNK1, EPHB2",152,118,16659,3.715209634,1,0.557296961,73.24229843
UP_SEQ_FEATURE,domain:VWFA,3,1.744186047,0.092161219,"CPNE7, ITGB3, CACNA2D3",158,62,19113,5.853307472,1,0.739140261,76.60739414
OMIM_DISEASE,Lung cancer,2,1.162790698,0.092699548,"DLEC1, RASSF1",60,6,3671,20.39444444,0.999999583,0.999354033,68.74651428
GOTERM_BP_FAT,GO:0007267~cell-cell signaling,11,6.395348837,0.093161665,"AMH, BMP2, FAT1, GATA4, SEMA3B, PCDH8, PDX1, TNFSF9, GREM1, WNT7A, GJB2",141,600,13528,1.758959811,1,0.457854848,80.27966485
UP_SEQ_FEATURE,domain:Laminin G-like,2,1.162790698,0.094263944,"FAT1, SLIT2",158,12,19113,20.16139241,1,0.740365401,77.40838624
SP_PIR_KEYWORDS,Apoptosis,7,4.069767442,0.094643321,"AHRR, PYCARD, UNC5D, UNC5C, BCL2L11, TP73, DAPK1",159,381,19235,2.222634906,1,0.398560847,71.92281234
GOTERM_MF_FAT,GO:0048551~metalloenzyme inhibitor activity,2,1.162790698,0.09506524,"RECK, LXN",130,10,12983,19.97384615,1,0.717376368,72.75045565
GOTERM_MF_FAT,GO:0008191~metalloendopeptidase inhibitor activity,2,1.162790698,0.09506524,"RECK, LXN",130,10,12983,19.97384615,1,0.717376368,72.75045565
GOTERM_MF_FAT,GO:0010576~metalloenzyme regulator activity,2,1.162790698,0.09506524,"RECK, LXN",130,10,12983,19.97384615,1,0.717376368,72.75045565
GOTERM_MF_FAT,GO:0019888~protein phosphatase regulator activity,3,1.744186047,0.097329343,"PPP2R5C, PPP2R2C, IGFBP3",130,53,12983,5.652975327,1,0.708771249,73.62458704
GOTERM_BP_FAT,GO:0014031~mesenchymal cell development,3,1.744186047,0.097691005,"ALDH1A2, BMP2, FOXC1",141,51,13528,5.643721318,1,0.47316935,81.85270017
GOTERM_BP_FAT,GO:0048762~mesenchymal cell differentiation,3,1.744186047,0.097691005,"ALDH1A2, BMP2, FOXC1",141,51,13528,5.643721318,1,0.47316935,81.85270017
GOTERM_BP_FAT,GO:0045687~positive regulation of glial cell differentiation,2,1.162790698,0.098831553,"BMP2, PPARG",141,10,13528,19.18865248,1,0.475892421,82.22979578
GOTERM_BP_FAT,GO:0042953~lipoprotein transport,2,1.162790698,0.098831553,"PPARG, PRKCB",141,10,13528,19.18865248,1,0.475892421,82.22979578
